47,457,1.0400000000000003,
457,1234567,0.6400000000000001,
56,1234567,0.4000000000000001,
6,346,0.4000000000000001,
6,56,0.6400000000000001,
6,26,1.0400000000000003,
6,36,4.080000000000001,
6,236,0.8000000000000002,
346,12346,0.4800000000000001,
1,1236,0.4800000000000001,
1,12346,1.0400000000000003,
1,1234567,2.3200000000000003,
1,12,1.9200000000000004,
1236,1234567,0.6400000000000001,
23,236,0.8000000000000002,
236,1236,0.4800000000000001,
26,236,0.4800000000000001,
12346,1234567,2.9600000000000004,
36,346,0.4800000000000001,
36,236,0.7200000000000002,
2,26,1.0400000000000003,
2,12,1.9200000000000004,
2,23,2.0000000000000004,
2,236,0.7200000000000002,
7,57,3.920000000000001,
7,47,3.3600000000000008,
57,1234567,2.9600000000000004,
3,36,4.080000000000001,
3,23,2.0000000000000004,
3,236,0.4800000000000001,
3,34,1.0400000000000003,
4,34,1.0400000000000003,
4,346,0.4800000000000001,
4,47,3.3600000000000008,
34,346,0.4000000000000001,
5,57,3.920000000000001,
5,56,0.6400000000000001,
5,457,1.0400000000000003,
12,12346,0.4800000000000001,
12,1234567,0.7200000000000002,
